City,Date,AQI
Agra,2022-07-12,41.0
Agra,2022-07-13,
Agra,2022-07-14,42.0
Agra,2022-07-15,46.0
Agra,2022-07-16,31.0
Agra,2022-07-17,26.0
Agra,2022-07-18,37.0
Agra,2022-07-19,40.0
Agra,2022-07-20,46.0
Agra,2022-07-21,23.0
Agra,2022-07-22,33.0
Agra,2022-07-23,29.0
Agra,2022-07-24,26.0
Agra,2022-07-25,28.0
Agra,2022-07-26,21.0
Agra,2022-07-27,22.0
Agra,2022-07-28,23.0
Agra,2022-07-29,28.0
Agra,2022-07-30,27.0
Agra,2022-07-31,32.0
Agra,2022-08-01,42.0
Agra,2022-08-02,27.0
Agra,2022-08-03,42.0
Agra,2022-08-04,38.0
Agra,2022-08-05,32.0
Agra,2022-08-06,37.0
Agra,2022-08-07,38.0
Agra,2022-08-08,27.0
Agra,2022-08-09,86.0
Agra,2022-08-10,24.0
Agra,2022-08-11,29.0
Agra,2022-08-12,20.0
Agra,2022-08-13,26.0
Agra,2022-08-14,46.0
Agra,2022-08-15,23.0
Agra,2022-08-16,47.0
Agra,2022-08-17,22.0
Agra,2022-08-18,42.0
Agra,2022-08-19,51.0
Agra,2022-08-20,52.0
Agra,2022-08-21,36.0
Agra,2022-08-22,27.0
Agra,2022-08-23,72.0
Agra,2022-08-24,25.0
Agra,2022-08-25,26.0
Agra,2022-08-26,46.0
Agra,2022-08-27,42.0
Agra,2022-08-28,58.0
Agra,2022-08-29,72.0
Agra,2022-08-30,40.0
Agra,2022-08-31,50.0
Agra,2022-09-01,54.0
Agra,2022-09-02,33.0
Agra,2022-09-03,37.0
Agra,2022-09-04,40.0
Agra,2022-09-05,34.0
Agra,2022-09-06,48.0
Agra,2022-09-07,53.0
Agra,2022-09-08,75.0
Agra,2022-09-09,65.0
Agra,2022-09-10,51.0
Agra,2022-09-11,40.0
Agra,2022-09-12,35.0
Agra,2022-09-13,28.0
Agra,2022-09-14,26.0
Agra,2022-09-15,39.0
Agra,2022-09-16,26.0
Agra,2022-09-17,29.0
Agra,2022-09-18,34.0
Agra,2022-09-19,48.0
Agra,2022-09-20,49.0
Agra,2022-09-21,30.0
Agra,2022-09-22,24.0
Agra,2022-09-23,31.0
Agra,2022-09-24,29.0
Agra,2022-09-25,42.0
Agra,2022-09-26,45.0
Agra,2022-09-27,67.0
Agra,2022-09-28,74.0
Agra,2022-09-29,85.0
Agra,2022-09-30,92.0
Agra,2022-10-01,101.0
Agra,2022-10-02,100.0
Agra,2022-10-03,74.0
Agra,2022-10-04,66.0
Agra,2022-10-05,49.0
Agra,2022-10-06,23.0
Agra,2022-10-07,25.0
Agra,2022-10-08,24.0
Agra,2022-10-09,23.0
Agra,2022-10-10,23.0
Agra,2022-10-11,24.0
Agra,2022-10-12,36.0
Agra,2022-10-13,54.0
Agra,2022-10-14,75.0
Agra,2022-10-15,100.0
Agra,2022-10-16,135.0
Agra,2022-10-17,120.0
Agra,2022-10-18,107.0
Agra,2022-10-19,124.0
Agra,2022-10-20,88.0
Agra,2022-10-21,91.0
Agra,2022-10-22,140.0
Agra,2022-10-23,161.0
Agra,2022-10-24,207.0
Agra,2022-10-25,175.0
Agra,2022-10-26,177.0
Agra,2022-10-27,182.0
Agra,2022-10-28,184.0
Agra,2022-10-29,160.0
Agra,2022-10-30,204.0
Agra,2022-10-31,213.0
Agra,2022-11-01,220.0
Agra,2022-11-02,148.0
Agra,2022-11-03,180.0
Agra,2022-11-04,231.0
Agra,2022-11-05,148.0
Agra,2022-11-06,107.0
Agra,2022-11-07,101.0
Agra,2022-11-08,93.0
Agra,2022-11-09,66.0
Agra,2022-11-10,75.0
Agra,2022-11-11,141.0
Agra,2022-11-12,90.0
Agra,2022-11-13,82.0
Agra,2022-11-14,124.0
Agra,2022-11-15,104.0
Agra,2022-11-16,117.0
Agra,2022-11-17,75.0
Agra,2022-11-18,78.0
Agra,2022-11-19,96.0
Agra,2022-11-20,130.0
